enrichment_percent,fuel_density,moderator_density,k_eff,reaction_status
2,10.2,1.05,0.899016136315007,Subcritical
2.01507537688442,10.2189371959886,1.04997507945631,0.893781427526653,Subcritical
2.03015075376884,10.2378319231179,1.04990034266657,0.904507964256572,Subcritical
2.04522613065327,10.25664180777,1.04977586413006,0.902129907435575,Subcritical
2.06030150753769,10.2753246665959,1.04960176792966,0.902104195715875,Subcritical
2.07537688442211,10.2938386011169,1.04937822760828,0.904839083474949,Subcritical
2.09045226130653,10.3121420916868,1.04910546599575,0.904405049072478,Subcritical
2.10552763819095,10.3301940906041,1.04878375498679,0.899226216767583,Subcritical
2.12060301507538,10.3479541141666,1.04841341526993,0.903957876388318,Subcritical
2.1356783919598,10.3653823334609,1.04799481600784,0.90487533127994,Subcritical
2.15075376884422,10.3824396636828,1.04752837446939,0.903781538978816,Subcritical
2.16582914572864,10.3990878517903,1.04701455561363,0.9156878899985,Subcritical
2.18090452261307,10.4152895622897,1.04645387162639,0.90373412150022,Subcritical
2.19597989949749,10.4310084609654,1.04584688140964,0.906528547125896,Subcritical
2.21105527638191,10.4462092963633,1.04519419002444,0.906221752558678,Subcritical
2.22613065326633,10.4608579788461,1.04449644808776,0.904744009478784,Subcritical
2.24120603015075,10.4749216570437,1.04375435112393,0.910486160014298,Subcritical
2.25628140703518,10.4883687915259,1.04296863887135,0.910908135202059,Subcritical
2.2713567839196,10.5011692255333,1.04214009454507,0.920758675833882,Subcritical
2.28643216080402,10.5132942526076,1.0412695440561,0.91269157501638,Subcritical
2.30150753768844,10.5247166809684,1.0403578551881,0.909442440888206,Subcritical
2.31658291457286,10.5354108944949,1.03940593673236,0.923605897695252,Subcritical
2.33165829145729,10.5453529101725,1.0384147375819,0.922585279820551,Subcritical
2.34673366834171,10.5545204318773,1.03738524578559,0.916085075516211,Subcritical
2.36180904522613,10.5628929003782,1.03631848756323,0.910521670716024,Subcritical
2.37688442211055,10.5704515394431,1.03521552628263,0.916646422392586,Subcritical
2.39195979899498,10.577179397947,1.03407746139958,0.918904678520925,Subcritical
2.4070351758794,10.5830613878864,1.0329054273619,0.921877182794316,Subcritical
2.42211055276382,10.5880843182164,1.03170059247861,0.920001028907816,Subcritical
2.43718592964824,10.592236924433,1.03046415775533,0.924331429012005,Subcritical
2.45226130653266,10.5955098938348,1.02919735569707,0.924878655278223,Subcritical
2.46733668341709,10.5978958864083,1.02790144907967,0.917467979709965,Subcritical
2.48241206030151,10.5993895512882,1.02657772969104,0.919781024717839,Subcritical
2.49748743718593,10.5999875387577,1.02522751704346,0.921611966033321,Subcritical
2.51256281407035,10.5996885077605,1.02385215705824,0.923572242271421,Subcritical
2.52763819095477,10.5984931289084,1.02245302072415,0.925299413908647,Subcritical
2.5427135678392,10.5964040829771,1.02103150273069,0.927752694848756,Subcritical
2.55778894472362,10.5934260548945,1.01958902007792,0.913329594146401,Subcritical
2.57286432160804,10.5895657232342,1.01812701066393,0.926972595449063,Subcritical
2.58793969849246,10.5848317452378,1.01664693185149,0.936249145981983,Subcritical
2.60301507537688,10.5792347374002,1.01515025901534,0.925479677953061,Subcritical
2.61809045226131,10.572787251661,1.01363848407153,0.936255157910919,Subcritical
2.63316582914573,10.565503747255,1.01211311399019,0.934108518033381,Subcritical
2.64824120603015,10.5574005582859,1.01057566929339,0.932979363637306,Subcritical
2.66331658291457,10.5484958570954,1.00902768253945,0.934801242935457,Subcritical
2.67839195979899,10.5388096135089,1.00747069679521,0.926825435469375,Subcritical
